Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,458,Malaysia,MYS,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,359091,,547845375,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,462,Maldives,MDV,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,6,,9000,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,470,Malta,MLT,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,35,,27800,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,470,Malta,MLT,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,5,,7600,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,480,Mauritius,MUS,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,5,,3893,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,484,Mexico,MEX,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,2242,,1781627,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,484,Mexico,MEX,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,321171,,489993391,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,490,"Other Asia, nes",,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,1911216,,1518541642,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,490,"Other Asia, nes",,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,817588,,1247350256,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,496,Mongolia,MNG,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,12,,18464,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,499,Montenegro,MNE,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,4,,3022,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,499,Montenegro,MNE,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,6,,9183,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,504,Morocco,MAR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,40,,31861,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,504,Morocco,MAR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,10,,15609,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,508,Mozambique,MOZ,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,6,,8781,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,512,Oman,OMN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,5,,8200,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,528,Netherlands,NLD,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,1290,,1024687,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,528,Netherlands,NLD,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,13183,,20113301,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,531,Curaçao,CUW,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,64,,97047,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,533,Aruba,ABW,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,71,,107861,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,540,New Caledonia,NCL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,6,,8919,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,548,Vanuatu,VUT,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,10,,7794,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,554,New Zealand,NZL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,30,,23816,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,554,New Zealand,NZL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,342,,521562,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,558,Nicaragua,NIC,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,74,,113339,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,566,Nigeria,NGA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,69,,105302,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,579,Norway,NOR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,162,,129100,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,579,Norway,NOR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,343,,523597,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,586,Pakistan,PAK,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,23,,35501,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,591,Panama,PAN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,1328,,2025700,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,600,Paraguay,PRY,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,12337,,18821282,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,604,Peru,PER,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,7,,5859,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,604,Peru,PER,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,4922,,7509112,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,608,Philippines,PHL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,134523,,106884280,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,608,Philippines,PHL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,40431,,61683234,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,616,Poland,POL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,5,,4253,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,616,Poland,POL,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,806,,1229036,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,620,Portugal,PRT,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,5,,3941,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,620,Portugal,PRT,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,9,,13407,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,634,Qatar,QAT,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,52,,79527,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,642,Romania,ROU,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,667,,1018088,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,643,Russian Federation,RUS,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,4351,,6638340,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,678,Sao Tome and Principe,STP,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,501,,398252,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,682,Saudi Arabia,SAU,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,331,,504860,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,686,Senegal,SEN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,8,,6684,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,688,Serbia,SRB,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,16,,24956,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,699,India,IND,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,604,,479767,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,699,India,IND,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,6021,,9186422,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,702,Singapore,SGP,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,785181,,623859396,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,702,Singapore,SGP,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,651644,,994178863,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,703,Slovakia,SVK,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,45,,68179,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,704,Viet Nam,VNM,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,396,,314473,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,704,Viet Nam,VNM,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,13488,,20577433,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,705,Slovenia,SVN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,4,,3450,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,705,Slovenia,SVN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,33,,50704,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,710,South Africa,ZAF,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,15,,11919,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,710,South Africa,ZAF,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,256,,390869,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,724,Spain,ESP,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,178,,141418,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,724,Spain,ESP,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,1091,,1664094,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,740,Suriname,SUR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,75,,113829,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,752,Sweden,SWE,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,1530,,1215487,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,752,Sweden,SWE,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,663,,1011410,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,757,Switzerland,CHE,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,406,,322664,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,757,Switzerland,CHE,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,848,,1293889,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,764,Thailand,THA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,149067,,118440107,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,764,Thailand,THA,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,199748,,304744825,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,780,Trinidad and Tobago,TTO,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,9,,7052,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,780,Trinidad and Tobago,TTO,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,216,,328991,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,784,United Arab Emirates,ARE,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,970,,1479211,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,788,Tunisia,TUN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,17,,13336,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,788,Tunisia,TUN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,82,,124492,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,792,Turkey,TUR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,144,,114495,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,792,Turkey,TUR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,1371,,2090961,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,804,Ukraine,UKR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,5,,3622,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,804,Ukraine,UKR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,4,,6004,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,807,North Macedonia,MKD,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,14,,20702,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,818,Egypt,EGY,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,15,,22451,,,4
H4,2014,2014,2014,6,1,1,Import,842,USA,USA,826,United Kingdom,GBR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,2038,,1619262,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,826,United Kingdom,GBR,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,29860,,45555978,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,858,Uruguay,URY,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,1695,,2586133,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,862,Venezuela,VEN,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,1349,,2058137,,,4
H4,2014,2014,2014,6,1,2,Export,842,USA,USA,882,Samoa,WSM,,,,,,,,854232,Electronic integrated circuits; memories,1,No Quantity,,,,,138,,209958,,,4
